TITOLO,ISSN
VOPROSY FILOSOFII / AKADEMIIA NAUK SSSR INSTITUT FILOSOFII,0042-8744
VS,0393-8255
VS LA RIVISTA,1827-0247
WARNING,2279-7017
WARSAW FORUM OF ECONOMIC SOCIOLOGY,2081-9633
WASHINGTON QUARTERLY,0163-660X
WASTE MANAGEMENT,0956-053X
WATER INTERNATIONAL,0250-8060
WEST EUROPEAN POLITICS,0140-2382
WESTEND,1860-2177
WESTERN JOURNAL OF COMMUNICATION,1057-0314
WIDERSPRÜCHE,0721-8834
WORK AND OCCUPATIONS,0730-8884
WORK EMPLOYMENT AND SOCIETY,0950-0170
"WORK ORGANISATION, LABOUR & GLOBALISATION",1745-641X
WORKERS OF THE WORLD,2182-8938
WORKING USA,1089-7011
WORKPLACE,1715-0094
WORLD AFFAIRS,0971-2348
WORLD CULTURAL PSYCHIATRY RESEARCH REVIEW,1932-6270
WORLD DEVELOPMENT,0305-750X
WORLD ECONOMY,0378-5920
WORLD FUTURES,0260-4027
WORLD JOURNAL ON EDUCATIONAL TECHNOLOGY,1309-1506
WORLD MEDICAL & HEALTH POLICY,1948-4682
WORLD POLITICAL SCIENCE REVIEW,1935-6226
WORLD POLITICS,0043-8871
WORLD POLITICS,1086-3338
"WORLD REVIEW OF SCIENCE, TECHNOLOGY AND SUSTAINABLE DEVELOPMENT",1741-2242
WORLD TRADE REVIEW,1474-7456
WORLDWIDE HOSPITALITY AND TOURISM THEMES,1755-4217
WSEAS TRANSACTIONS ON COMPUTERS,1109-2750
YAD VASHEM STUDIES,0084-3296
YEARBOOK OF THE ARTIFICIAL,1660-1084
YOUNG,0702-1755
YOUNG,1103-3088
YOUNG CONSUMERS,1747-3616
YOUTH & SOCIETY,0044-118X
YOUTH JUSTICE,1473-2254
YOUTH STUDIES IRELAND,1649-8747
ZAPRUDER,1723-0020
ZEITGESCHICHTE,0256-5250
ZEITSCHRIFT FUER HISTORISCHE FORSCHUNG,0340-0174
ZEITSCHRIFT FUER SEMIOTIK,0170-6241
ZEITSCHRIFT FÜR ETHNOLOGIE,0044-2666
ZEITSCHRIFT FÜR FAMILIENFORSCHUNG,0935-4018
ZEITSCHRIFT FÜR KATHOLISCHE THEOLOGIE,0044-2895
ZEITSCHRIFT FÜR KIRCHENGESCHICHTE,0044-2925
ZEITSCHRIFT FÜR NEUERE RECHTSGESCHICHTE,0250-6459
ZEITSCHRIFT FÜR ÖFFENTLICHES RECHT,1613-7663
ZEITSCHRIFT FÜR POLITIK,0044-3360
ZEITSCHRIFT FÜR SOZIOLOGIE (ZFS),0340-1804
ZEITSCHRIFT FÜR STAATS- UND EUROPAWISSENSCHAFTEN,1610-7780
ZESZYTY NAUKOWE UNIWERSYTETU JAGIELLONSKIEGO. PRACE HISTORYCZNE,0083-4351
ZETA NEWS,1825-5817
ZFF,1437-2940
ZIBALDONE,0930-8997
ZITIMATA EPIKOINONIAS,1790-0824
ZONA ABIERTA,0210-2692
ZUR DEBATTE,0179-6658
