TITOLO,ISSN
METODI E RICERCHE,0394-6460
METRO GASTRO,1304-9097
METROPOLITAN MUSEUM JOURNAL,0077-8958
MFS - MODERN FICTION STUDIES,0026-7724
MHNH,1578-4517
MICHIGAN FEMINIST STUDIES,1055-856X
MICROBIAL DRUG RESISTANCE,1076-6294
MICROCHEMICAL JOURNAL,0026-265X
MICROLOGUS,1123-2560
MICROMEGAS,0391-660X
MICRON,0968-4328
MICROPROVINCIA,2280-6911
MIDDLE EAST POLICY,1061-1924
MIDDLE EASTERN LITERATURES,1475-262X
MIGRATIONS SOCIETE,0995-7367
MIKROCHIMICA ACTA,0026-3672
MIME JOURNAL,0145-787X
MIMESIS JOURNAL,2279-7203
MINAMIAJIA KOTENGAKU,1881-2074
MINARIA HELVETICA,1018-7421
MIND & LANGUAGE,0268-1064
MIND & LANGUAGE,1468-0017
MINERVA,0213-9634
MINERVA,0957-7718
MINERVA,1827-6172
MING QING YANJIU,1724-8574
MINIMA EPIGRAPHICA ET PAPYROLOGICA,1128-2134
MINOS,0544-3733
MIR RUSSKOGO SLOVA,1811-1629
MISCELLANEA DI STUDI STORICI,0581-1643
MISCELLANEA FRANCESCANA,0026-587X
MISCELLANEA HADRIATICA ET MEDITERRANEA,1849-0670
MISCELLANEA MARCIANA,0394-7866
MISCELLANEA STORICA DELLA VALDELSA,0026-5888
MISE EN ABYME,2284-3310
MISURE CRITICHE,0392-6397
MIT WORKING PAPERS IN LINGUISTICS,1049-1058
MITTEILUNGEN,1860-6717
MITTEILUNGEN AUS DEM BRENNER-ARCHIV,1027-5649
MITTEILUNGEN DER DEUTSCHEN ORIENT-GESELLSCHAFT ZU BERLIN,0342-118X
MITTEILUNGEN DER GESELLSCHAFT FÜR URGESCHICHTE,1611-7948
MITTEILUNGEN DER OSTERREICHICHEN NUMISMATISCHEN GESELLSCHAFT,0029-9359
MITTEILUNGEN DER PAUL-SACHER-STIFTUNG,1015-0536
MITTEILUNGEN DER WINCKELMANN-GESELLSCHAFT,.
MITTEILUNGEN DES DEUTSCHEN ARCHAEOLOGISCHEN INSTITUTS. ROEMISCHE ABTEILUNG,0342-1287
MITTEILUNGEN DES DEUTSCHEN ARCHÄOLOGISCHEN INSTITUTS. ABTEILUNG KAIRO,0342-1279
MITTEILUNGEN DES DEUTSCHEN ARCHÄOLOGISCHEN INSTITUTS. ATHENISCHE ABTEILUNG,0342-1295
MITTEILUNGEN DES DEUTSCHEN GERMANISTEN-VERBANDES,0418-9426
MITTEILUNGEN DES KUNSTHISTORISCHES INSTITUTES FLORENZ,0342-1201
MITTEILUNGEN ZUR CHRISTLICHEN ARCHÄOLOGIE,1025-6555
MITTELLATEINISCHES JAHRBUCH,0076-9762
MJ. MANIFESTA JOURNAL,1572-5154
"MLN, MODERN LANGUAGE NOTES",0026-7910
"MLN, MODERN LANGUAGE NOTES",1080-6598
"MMOIRES DE L'ACADMIE DES SCIENCES, BELLES-LETTRES ET ARTS DE SAVOIE",1157-075X
MNATOBI,0132-599X
MNEMOSYNE,0026-7074
MNEMOSYNE,1825-909X
MNEMOSYNE O LA COSTRUZIONE DEL SENSO,2031-8502
MOBILITIES,1745-0101
MODELES LINGUISTIQUES,0249-6267
MODERN ASIAN STUDIES,0026-749X
MODERN AUSTRIAN LITERATURE,0026-7503
MODERN CHINA,0097-7004
MODERN CHINESE LITERATURE AND CULTURE,1520-9857
MODERN HISTORICAL STUDIES,0972-6756
MODERN ITALY,1353-2944
MODERN LANGUAGE QUARTERLY,0026-7929
MODERN LANGUAGE REVIEW,0026-7937
MODERN LANGUAGE STUDIES,0047-7729
MODERN PHILOLOGY,0026-8232
MODERN PHILOLOGY,1545-6951
MODERNA,1128-6326
MODERNE SPRACHEN,0026-8666
MODERNI E ANTICHI,1825-3547
MODERNISM/MODERNITY,1071-6068
MOENIA,1137-2346
MOGUĆNOSTI,0544-7267
MOLECULAR BIOLOGY AND EVOLUTION,0737-4038
MOLECULAR BIOLOGY AND EVOLUTION,1537-1719
MOLIMO. QUADERNI DI ANTROPOLOGIA CULTURALE ED ETNOMUSICOLOGIA,.
MONATSHEFTE,0026-9271
MONATSHEFTE,1934-2810
MONDO CINESE,0390-2811
MONDO CONTEMPORANEO,1825-8905
MONDO DIGITALE,1720-898X
MONDO LADINO,1121-1121
MONGOLICA,1024-3143
MONOGRAFÍAS DE TRADUCCIÓN E INTERPRETACIÓN,1889-4178
MONOGRAFÍAS DE TRADUCCIÓN E INTERPRETACIÓN,1989-9335
MONTAGE/AV,0942-4954
MONTAIGNE STUDIES,1049-2917
MONTESQUIEU.IT,2037-5115
MONUMENTA NIPPONICA,0027-0741
MONUMENTA SERICA,0254-9948
MONUMENTS ET MÉMOIRES,1148-6023
MORGEN-GLANTZ,0942-0924
MORPHOLOGY,1871-5621
MORPHOLOGY,1871-5656
MORTALITY,1357-6275
MOSAIC,0027-1276
MOSAIC,1195-7131
MOSAIC,1925-5683
MOSAICI,2040-1884
MOSAICO ITALIANO,2175-9537
MOSAÏQUE,2105-1100
MOSTY. ZHURNAL PEREVODCHIKOV,.
"MOT, SO, RAZO",1575-5568
"MOT, SO, RAZO",2385-4359
MOTS – LES LANGAGES DU POLITIQUE,0243-6450
MOTS – LES LANGAGES DU POLITIQUE,1960-6001
MOTS PALABRAS WORDS,1720-3708
MOUSEION,1496-9343
MOUSEION,1981-7207
MOVOZNAVSTVO,0027-2833
MOZART-STUDIEN,0942-5217
MRER - MALTA REVIEW OF EDUCATIONAL RESEARCH,.
MTM - A TRANSLATION JOURNAL,1791-8421
MÜHSAM-MAGAZIN,0938-3778
MULTIDISCIPLINARY RESPIRATORY MEDICINE,1828-695X
MULTILINGUA,0167-8507
MULTILINGUISMO E SOCIETÀ,2036-4482
MULTIMEDIA SYSTEMS,0942-4962
MULTIMODAL COMMUNICATION,2230-6579
MULTIMODAL COMMUNICATION,2230-6587
MULTIPLE SCLEROSIS,1352-4585
MULTIVERSO,1826-6010
MÜNCHENER STUDIEN ZUR SPRACHWISSENSCHAFT,0077-1910
MUNCHNER JAHRBUCH DER BILDENDEN KUNST,0077-1899
MUNDUS,1972-7828
MUNIBE. ANTROPOLOGIA-ARKEOLOGIA,1132-2217
MÜNSTERSCHE BEITRÄGE ZUR ANTIKEN HANDELAGESCHICHTE,0722-4532
MUQARNAS,0732-2992
MURATORIANA ONLINE,2240-2705
MUSEOLOGIA,0392-5528
MUSEOLOGIA SCIENTIFICA,1123-265X
MUSEUM CRITICUM,0392-6931
MUSEUM HELVETICUM,0027-4054
MUSEUM INTERNATIONAL,1350-0775
MUSIC & LETTERS,0027-4224
MUSIC ANALYSIS,0262-5245
MUSIC AND THE MOVING IMAGE,1940-7610
MUSIC EDUCATION RESEARCH,1461-3808
MUSIC IN ART,1522-7464
MUSIC PERCEPTION,0730-7829
MUSICA DISCIPLINA,0077-2461
MUSICA DOCTA,2039-9715
MUSICA DOMANI,0391-4380
MUSICA E STORIA,1127-0063
MUSICA EM CONTEXTO,1980-5802
MÚSICA EM PERSPECTIVA,1981-7126
MUSICA TECNOLOGIA,1974-0042
MUSICA THEORICA. SPECTRUM,1720-0903
MUSICA/REALTA',2280-4242
MUSICAE SCIENTIAE,1029-8649
MUSICALIA,1824-6206
MUSICOLOGICA AUSTRIACA,1016-1066
MUSICOLOGIES,1767-5804
MUSICOLOGY TODAY,1734-1663
MUSIIKKI,0355-1059
MUSIKFORSCHUNG,0027-4801
MUSIK-TEXTE,0178-8884
MUSIKTHEORIE,0177-4182
MUSIL-FORUM,1016-1333
"MUSIQUE, IMAGES, INSTRUMENTS",1264-7020
MUSIVA & SECTILIA,1724-9104
MUSURGIA,1257-7537
MUTATIS MUTANDIS,2011-799X
MUTTERSPRACHE,0027-514X
MUZYKA,0027-5344
MYRTIA,0213-7674
MYTHLORE,0146-9339
MYTHOS,1972-2516
NABOKOV ONLINE JOURNAL,1911-8422
NABU. NOUVELLES ASSYRIOLOGIQUES BRÈVES ET UTILITAIRES,0989-5671
NACHRICHTEN DER AKADEMIE DER WISSENSCHAFTEN IN GOTTINGEN. PHILOLOGISCH-HISTORISCHE KLASSE,0065-5287
NAE,2038-4548
NAHARAIM,1862-9148
NAMEH BAHARESTAN,1608-912X
NAMENKUNDLICHE INFORMATIONEN,0943-0849
NAME-YE IRAN-E BASTAN,.
NANZAN DAIGAKU KOKUSAI KYOIKU SENTA KIYO,1345-6970
NAPOLI NOBILISSIMA,0027-7835
NARRATIVA,1166-3243
NARRATIVE,1063-3685
NARRATIVE,1538-974X
NAŠE ŘEČ,0027-8203
NATURAL LANGUAGE & LINGUISTIC THEORY,0167-806X
NATURAL LANGUAGE ENGINEERING,1351-3249
NATURAL LANGUAGE SEMANTICS,0925-854X
NATURAL LANGUAGE SEMANTICS,1572-865X
NATURE,0028-0836
NATURE CLINICAL PRACTICE NEUROLOGY,1745-834X
NATURE NEUROSCIENCE,1097-6256
NATURWISSENSCHAFTEN,0028-1042
NAUKOVIJ VÌSNIK VOLINSʹKOGO DERŽAVNOGO UNÌVERSITETU ÌM. LESÌ UKRAÏNKI,1729-360X
NAVEG@MÉRICA,1989-211X
NAVEGAÇÕES,1983-4276
NEA ROMI. RIVISTA DI RICERCHE BIZANTINISTICHE,1970-2345
NEAR EASTERN ARCHAEOLOGY,1094-2076
NECSUS,2213-0217
NEERLANDICA EXTRA MUROS,0047-9276
NEMLA ITALIAN STUDIES,1087-6715
NENPO NINGEN KAGAKU,0286-5149
NEOHELICON,0324-4652
NEOHELICON,1588-2810
NEOLOGICA,2262-0354
NEOLOGICA. REVUE INTERNATIONALE DE NÉOLOGIE,1965-2542
NEOPHILOLOGICA,0208-5550
NEOPHILOLOGUS,0028-2677
NEOPHILOLOGUS,1572-8668
NEO-VICTORIAN STUDIES,1757-9481
NEPRIKOSNOVENNYJ ZAPAS,1815-7912
NERUDIANA,.
NESTROYANA,1027-3921
NETWERK,.
NEUE RUNDSCHAU,0028-3347
NEUPHILOLOGISCHE MITTEILUNGEN,0028-3754
NEURAL NETWORK WORLD,1210-0552
NEUROCASE,1355-4794
NEUROEPIDEMIOLOGY,0251-5350
NEUROIMAGE,1053-8119
NEUROLOGICAL SCIENCES,1590-1874
NEUROLOGICAL SCIENCES,1590-3478
NEUROLOGY,0028-3878
NEUROPSYCHOLOGIA,0028-3932
NEUROREPORT,0959-4965
NEUROSCIENCE LETTERS,0304-3940
NEW ATLANTIS,2281-9495
NEW COMPARISON,0950-5814
NEW ENGLAND JOURNAL OF MEDICINE,0028-4793
NEW GERMAN CRITIQUE,0094-033X
NEW GERMAN CRITIQUE,1558-1462
NEW LEFT REVIEW,0028-6060
NEW LITERARY HISTORY,0028-6087
NEW LITERARY HISTORY,1080-661X
NEW LITERATURE REVIEW,0314-7495
NEW REVIEW OF CHILDREN'S LITERATURE AND LIBRARIANSHIP,1361-4541
NEW THEATRE QUARTERLY,0266-464X
NEW VICO STUDIES,0733-9542
NEW VOICES IN CLASSICAL RECEPTION STUDIES,1750-6581
NEW VOICES IN TRANSLATION STUDIES,1819-5644
NEW YORK CITY VENEZIA,1724-4153
NEWSLETTER - STUDY GROUP ON EIGHTEENTH CENTURY RUSSIA,0306-8455
NEWSLETTER DI ARCHEOLOGIA CISA,2036-6353
NEXUS NETWORK JOURNAL,1590-5896
NICHIBUNKEN JAPAN REVIEW,0915-0986
NICOLAUS,0390-2935
NIETZSCHE-STUDIEN,1613-0790
NIHON KAMBUNGAKU KENKYUU,1880-5914
"NIHONGO, NIHONGAKU KENKYUU",2186-0769
NIKE,1970-5514
NIKEPHOROS,0934-8913
NINETEENTH CENTURY THEATRE & FILM,1748-3727
NINETEENTH-CENTURY CONTEXTS,0890-5495
NINETEENTH-CENTURY LITERATURE,0891-9356
NINETEENTH-CENTURY LITERATURE,1067-8352
NINETEENTH-CENTURY STUDIES,0893-7931
NJES,1502-7694
NJES,1654-6970
NÓMADAS,1578-6730
NOMINA AFRICANA,1012-0254
NORDIC JOURNAL OF LINGUISTICS,0332-5865
NORDIC THEATRE STUDIES,0904-6380
NORDICUM-MEDITERRANEUM,1670-6242
NORDLYD,1503-8599
NORTH WEST PASSAGE,1826-641X
NORTHERN STUDIES,0305-506X
NORWICH PAPERS,0964-3419
NOTA BENE,1721-565X
NOTE D'ARCHIVIO PER LA STORIA MUSICALE,1128-921X
NOTE SU NOTE,1122-0252
NOTES,0027-4380
NOTES AND QUERIES,0029-3970
NOTES ET DOCUMENTS,0394-2821
NOTIZIARIO,2239-5385
NOTIZIARIO DELLA SOPRINTENDENZA PER I BENI ARCHEOLOGICI DELLA TOSCANA,2035-5297
NOTIZIARIO. ISTITUTO ARCHEOLOGICO VALTELLINESE,2280-966X
NOTIZIARIO. SOPRINTENDENZA ARCHEOLOGICA DELLA LOMBARDIA,.
NOTIZIE ARCHEOLOGICHE BERGOMENSI,1127-2155
NOTIZIE DA PALAZZO ALBANI,0391-4364
NOTIZIE DI STORIA,1590-427X
NOTTINGHAM FRENCH STUDIES,0029-4586
NOUS VOULONS LIRE,0153-9027
NOUVEAUX CAHIERS FRANÇOIS MAURIAC,1165-8738
NOUVELLE REVUE D'ENTOMOLOGIE,0374-9797
NOUVELLE REVUE D'ONOMASTIQUE,0755-7752
NOUVELLES DE LA RÉPUBLIQUE DES LETTRES,0392-2332
NOUVELLES DE L'ARCHÉOLOGIE,0242-7702
NOUVELLES DE L'INHA,1620-7815
"NOUVELLES DU CENTRE D'ÉTUDES FRANCOPROVENÇALES ""RENÉ WILLIEN""",1120-9143
NOUVELLES ÉTUDES FRANCOPHONES,1552-3152
NOUVELLES FRANCOGRAPHIES,.
NOVA HISTORICA,1972-0467
NOVA JURIS INTERPRETATIO IN HODIERNA GENTIUM COMMUNIONE,.
NOVAÂ I NOVEJŠAÂ ISTORIÂ,0029-5124
NOVARIEN,0078-253X
NOVEJŠAÂ ISTORIÂ ROSSII,2309-7973
NOVEL,0029-5132
NOVITAS-ROYAL,1307-4733
NOVOE LITERATURNOE OBOZRENIE,0869-6365
NOVYI ZHURNAL,0029-5337
NOVYJ FILOLOGIČESKIJ VESTNIK,2072-9316
NOWELE,2212-9715
NOWELE: NORTH-WESTERN EUROPEAN LANGUAGE EVOLUTION,0108-8416
NOWY WIEK,1507-6490
"NUCLEAR INSTRUMENTS & METHODS IN PHYSICS RESEARCH. SECTION B, BEAM INTERACTIONS WITH MATERIALS AND
ATOMS",0168-583X
NUESTRA AMÉRICA,.
NUEVA REVISTA DE FILOLOGIA HISPANICA,0185-0121
"NUEVA REVISTA DE POLÍTICA, ARTE Y CULTURA",1130-0426
NUEVO MUNDO-MUNDOS NUEVOS,1626-0252
NUMEN,0029-5973
NUMISMATIC CHRONICLE,0078-2696
NUMISMATICA E ANTICHITÀ CLASSICHE,1420-1739
NUMISMATICKÉ LISTY,0029-6074
NUMISMATISCHE ZEITSCHRIFT,0250-7838
NUNCIUS,0394-7394
NUOVA ANTOLOGIA,0029-6147
NUOVA ATLANTIDE,2037-7304
NUOVA CIVILTÀ DELLE MACCHINE,1970-9714
NUOVA CORRENTE,0029-6155
NUOVA CORRENTE,1825-6554
NUOVA CORVINA,1218-9472
NUOVA INFORMAZIONE BIBLIOGRAFICA,1824-0771
NUOVA MUSEOLOGIA,1828-1591
NUOVA PROSA,0394-5340
NUOVA RIVISTA DI LETTERATURA ITALIANA,1590-7929
NUOVA RIVISTA DI NEUROLOGIA,1122-035X
NUOVA RIVISTA MUSICALE ITALIANA,0029-6228
NUOVA RIVISTA STORICA,0029-6236
NUOVA SECONDARIA,1828-4582
NUOVA STORIA CONTEMPORANEA,1126-098X
NUOVE LETTERE,1126-2559
NUOVI ANNALI DELLA SCUOLA SPECIALE PER ARCHIVISTI E BIBLIOTECARI,1122-0775
NUOVI ARGOMENTI,0029-6295
NUOVI QUADERNI DEL C.R.I.E.R.,1826-4328
NUOVI STUDI,1125-3894
NUOVO BULLETTINO ARCHEOLOGICO SARDO,1722-5183
NUTIDA MUSIK,1652-6082
NYAME AKUMA,0713-5815
O EIXO E A RODA,0102-4809
O EIXO E A RODA,2358-9787
OADI,2038-4394
OASIS,1591-2736
OASIS,2037-1454
OBESITY SURGERY,0960-8923
OBLIO,2039-7917
OBST. OSNABRÜCKER BEITRÄGE ZUR SPRACHTHEORIE,0936-0271
OCNUS,1122-6315
OCULA,1724-7810
ODRODZENIE I REFORMACJA W POLSCE,0029-8514
OEBALUS.STUDI SULLA CAMPANIA NELL’ANTICHITÀ,1970-6421
OESTERREICHISCHE MUSIKZEITSCHRIFT,0029-9316
OESTERREICHISCHE ZEITSCHRIFT FUER KUNST UND DENKMALPFLEGE,0029-9626
OEUVRES ET CRITIQUES,0338-1900
OFFICINA DELLA STORIA,1974-286X
OGGI E DOMANI,0390-3079
OIHENART,1137-4454
OKINAWA BUNKA,0474-036X
OKINAWA KENRITSU GEIJUTSU DAIGAKU KIYŌ,0918-8924
OKTÂBRʹ,0132-0637
OLIFANT,0381-9132
OLIVAR,1515-1115
OLTRECORRENTE,1722-2192
OLTREOCEANO,1972-4527
OLTREOCEANO,1973-9370
OMSLAG,1572-0160
ON THE JEWISH STREET,2324-8092
ONLINE JOURNAL OF COMMUNICATION AND MEDIA TECHNOLOGIES,1986-3497
ONLINE PROCEEDINGS OF THE MEDITERRANEAN MORPHOLOGY MEETINGS,1826-7491
ONOMA,0078-463X
ONSEI KENKYU,1342-8675
OP CIT,1526-5323
OP. CIT: UMA REVISTA DE ESTUDOS ANGLO-AMERICANOS,0874-1409
OPD RESTAURO,1120-2513
OPEN HOUSE INTERNATIONAL,0168-2601
OPEN LETTER,0048-1939
OPERA IPOGEA,1970-9692
OPERA NOMINA HISTORIAE,2036-8755
OPERA NUOVA,1663-2982
OPUSCULA HISTORIAE ARTIUM,1211-7390
OPUSCULA ROMANA,0471-7309
OPUSCULA. ANNUAL OF THE SWEDISH INSTITUTES AT ATHENS AND ROME,2000-0898
ORAGES,1635-5202
ORAL HISTORY,0143-0955
ORAL TRADITION,0883-5365
ORALIA,1575-1430
ORALIDADES,1981-4275
ORBIS LINGUARUM,1426-7241
ORBIS LITTERARUM,0105-7510
ORBIS TERTIUS,0328-8188
ORDIA PRIMA,1666-7743
ORGANISED SOUND,1355-7718
ORIENS,0078-6527
ORIENS CHRISTIANUS,0340-6407
ORIENS EXTREMUS,0030-5197
ORIENT EXPRESS,1161-0344
ORIENTALIA,0030-5367
ORIENTALIA CHRISTIANA PERIODICA,0030-5375
ORIENTALIA SUECANA,0078-6578
ORIENTALISTISCHE LITERATURZEITUNG,0030-5383
ORIENTAMENTI PEDAGOGICI,0030-5391
ORIENTE MODERNO,0030-5472
ORIENTE MODERNO,2213-8617
ORIGINE,2281-4922
ORIGINI,0474-6805
ORILLAS RIVISTA D'ISPANISTICA,2280-4390
ORIZZONTI,1591-2787
ORPHEUS,0030-5790
OSCELLANA,.
OSSERVATORIO CRITICO DELLA GERMANISTICA,1127-6908
OSTERREICHISCHE NAMENFORSCHUNG,1028-1495
OSTKIRCHLICHE STUDIEN,0030-6487
OSTRAKA,1122-259X
OSTRAVA JOURNAL OF ENGLISH PHILOLOGY,1803-8174
OTHERNESS,1904-6022
OTRANTE,1148-0904
OTTO-NOVECENTO,0391-2639
OU. RIFLESSIONI E PROVOCAZIONI,.
OUD-HOLLAND,0030-672X
OUTRA TRAVESSIA,1807-5002
OUTRA TRAVESSIA,2176-8552
OUTRE-TERRE,1636-3671
OXFORD ART JOURNAL,0142-6540
OXFORD ART JOURNAL,1741-7287
OXFORD GERMAN STUDIES,0078-7191
OXFORD GERMAN STUDIES,1745-9214
OXFORD JOURNAL OF ARCHAEOLOGY,0262-5253
OXFORD STUDIES IN ANCIENT PHILOSOPHY,0265-7651
"OXFORD UNIVERSITY WORKING PAPERS IN LINGUISTICS, PHILOLOGY & PHONETICS",1473-9356
"ÖZG. ÖSTERREICHISCHE ZEITSCHRIFT FÜR GESCHICHTSWISSENSCHAFTEN",1016-765X
PACE DIRITTI UMANI,1827-4056
PADUA WORKING PAPERS IN LINGUISTICS,1827-0522
PADUSA,0393-0149
PADUSA,1724-0573
PAGANI E CRISTIANI,2038-4904
PÁGINAS DE CONTENIDO. CIENCIAS DE LA INFORMACIÓN,0257-0114
PAGINE,.
PAGINE ALTOTIBERINE,2039-4861
PAGINE DI ARCHEOLOGIA. STUDI E MATERIALI,1593-2435
PAIDEIA,0030-9435
PAIDEIA,0190-1176
PAIDEUTIKA,1974-6814
PAJ,1520-281X
PAKISTAN JOURNAL OF WOMEN'S STUDIES,1024-1256
PALABRES,1433-3147
PALAEOBULGARICA. STAROBULGARISTIKA,0204-4021
PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY,0031-0182
PALAEOSLAVICA,1070-5465
PALAMEDES,1896-8244
PALAVER,2280-4250
PALAVRAS,0870-7499
PALAZZO SANVITALE,1722-4063
PALÉO,1145-3370
PALEOPATHOLOGY NEWSLETTER,0148-4737
PALÉORIENT,0153-9345
PALETHNOLOGIE,2108-6532
PALETOT,2036-4946
PALINSESTI,2279-7882
PALLADIO,0031-0379
PALLAS,0031-0387
PALOMAR,1590-1831
PAMIETNIK LITERACKI,0031-0514
PAMIĘTNIK TEATRALNY,0031-0522
PAN,0390-3141
PANACE@,1537-1964
PANDANUS,1802-7997
PANOPTIKON,1825-7585
PAPELES DE CUESTIONES INTERNACIONALES,1885-799X
PAPERS OF SURREALISM,1750-1954
PAPERS OF THE BRITISH SCHOOL AT ROME,0068-2462
PAPERS ON FRENCH SEVENTEENTH CENTURY LITERATURE,0343-0758
PAPERS ON GRAMMAR,1128-9066
PAPERS ON JOYCE,1135-0504
PAPERS ON RHETORIC,1721-2707
PAPIA,0103-9415
PAPYROLOGICA LUPIENSIA,1591-2140
PAPYROLOGICA LUPIENSIA,1591-2221
PARADIGMI,1120-3404
PARADOSSO,1128-3459
PARADOXA,1971-6311
PARAGONE,0031-1650
PARAGONE. ARTE,1120-4737
PARAGONE. LETTERATURA,1120-4745
PARAGRAFO,2240-4333
PARAGRANA,0938-0116
PARALLELI E MERIDIANI,1825-1528
PARAMETRO,0031-1731
PARATESTO,1824-6249
PAREMIA,1132-8940
PARÉNKLISIS,.
PARLAR FRANCO,1594-610X
PARNASS,1104-0548
PARNASSOS,0048-301X
PAROL,1126-7224
PAROL,2035-2808
PAROLA E TEMPO,.
PAROLE DE L'ORIENT,0258-8331
PAROLE RUBATE. RIVISTA INTERNAZIONALE DI STUDI SULLA CITAZIONE,2039-0114
PAROLECHIAVE,1122-5300
PAROLES GELÉES,1094-7264
PARTHICA,1128-6342
PARTIAL ANSWERS,1565-3668
PASIPHAE,1974-0565
PASIPHAE,2037-738X
PASOS,1695-7121
PASSAGES,1722-5876
PASSAGGI,1121-3329
PASSATO E PRESENTE,1120-0650
PAST & PRESENT,0031-2746
PASTEL,0996-4878
PATAVIUM,1126-9596
PATHOBIOLOGY,1015-2008
PATHOLOGICA,0031-2983
PATRIMONIO INDUSTRIALE,2037-2353
PATRIMONIUM BANATICUM,1583-4220
PEDAGOGIA PIÙ DIDATTICA,1973-7181
PEDAGOGIKA.IT,1593-2559
PEGS (PUBLICATIONS OF THE ENGLISH GOETHE SOCIETY),0959-3683
PELAGOS,1124-397X
PENSAMIENTO PALABRA Y OBRA,2011-804X
PENSAR LA PUBLICIDAD,1887-8598
PER ARCHI,1825-9421
PER LA FILOSOFIA,0394-4131
PER LEGGERE,1591-4861
PER LEGGERE,2279-7513
PERCEPTION,0301-0066
PERCEPTUAL AND MOTOR SKILLS,0031-5125
PERCORSI AGOSTINIANI,1974-5249
PEREGRINATIONS,1554-8678
PERELANDRA,.
PERFORMANCE RESEARCH,1352-8165
PERIODICO DI MINERALOGIA,0369-8963
PERIPETI,1604-0325
PERSICA,0079-0893
PERSONAL CONSTRUCT THEORY & PRACTICE,1613-5091
PERSPECTIVE,1777-7852
PERSPECTIVES,.
PERSPECTIVES,0907-676X
PERSPECTIVES,1360-3108
PERSPECTIVES MEDIEVALES,0338-2338
PERSPECTIVES MÉDIÉVALES,2262-5534
PERSPECTIVES OF NEW MUSIC,0031-6016
PERSPECTIVES: STUDIES IN TRANSLATOLOGY,1747-6623
"PETER-WEISS-JAHRBUCH FÜR LITERATUR, KUNST UND POLITIK IM 20. JAHRHUNDERT",1438-8855
PETITS PROPOS CULINAIRES,0142-7857
PETRARCHESCA,2281-5643
PHAOS,1676-3076
PHASIS,.
PHASIS,1512-1046
PHENOMENOLOGY AND MIND,2239-4028
PHENOMENOLOGY AND THE COGNITIVE SCIENCES,1568-7759
PHILO(:)LOGICA,1720-6073
PHILOLOGIA,1451-5342
PHILOLOGIA ANTIQUA,1971-9078
PHILOLOGIA ANTIQUA,2035-3561
PHILOLOGIA HISPALENSIS,1132-0265
PHILOLOGICA,0201-968X
PHILOLOGICA JASSYENSIA,1841-5377
PHILOLOGICA JASSYENSIA,2247-8353
PHILOLOGICAL QUARTERLY,0031-7977
PHILOLOGICAL QUARTERLY,2169-5342
PHILOLOGUS,0031-7985
PHILOMUSICA ON-LINE,1826-9001
PHILOSOPHEMA,2035-0171
PHILOSOPHICAL NEWS,2037-6707
PHILOSOPHICAL READINGS,2036-4989
PHILOSOPHY & RHETORIC,0031-8213
PHILOSOPHY AND LITERATURE,0190-0013
PHILOSOPHY EAST & WEST,0031-8221
PHOENIX,.
PHOENIX,0031-8299
PHOIBOS,1866-8291
PHONETICA,0031-8388
PHONOLOGY,0952-6757
PHOTO INTERPRETATION,0031-8523
PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES,1474-905X
"PHOTOGRAMMETRIE, FERNERKUNDUNG, GEOINFORMATION",1432-8364
PHRONESIS,0031-8868
"PHYSICAL REVIEW. B, CONDENSED MATTER AND MATERIALS PHYSICS",1098-0121
"PHYSICAL REVIEW. B, CONDENSED MATTER AND MATERIALS PHYSICS",1550-235X
PHYSICS OF THE EARTH AND PLANETARY INTERIORS,0031-9201
PHYSIO-GÉO,1958-573X
"PHYSIS, RIVISTA INTERNAZIONALE DI STORIA DELLA SCIENZA",0031-9414
PICUS,0394-3968
PIRANDELLIANA,1971-9035
PIRANDELLIANA (ONLINE),1974-4463
PIRANDELLO STUDIES,1471-9363
PIRCKHEIMER-JAHRBUCH FÜR RENAISSANCE- UND HUMANISMUSFORSCHUNG,1434-8578
PITTURA ANTICA,1827-3629
PIXEL,0392-8217
PL.IT,2384-9266
PLAINSONG AND MEDIEVAL MUSIC,0961-1371
PLAISANCE,1971-2804
PLANETARY AND SPACE SCIENCE,0032-0633
PLANT BIOSYSTEMS,1126-3504
PLANT BIOSYSTEMS,1724-5575
PLAT QUADERNI,1826-2619
PLEINE MARGE,0295-1630
PLEKOS,1435-9626
PLIEGOS DE YUSTE,1697-0152
PLINIUS,1972-1366
PLOS COMPUTATIONAL BIOLOGY,1553-7358
PLOS ONE,1932-6203
PLURAL PLURIEL,1760-5504
PLURILINGUISMO,1127-0241
PLURIVERSO,1590-4288
PLUTEUS,0394-4883
PMLA-PUBLICATIONS OF THE MODERN LANGUAGE ASSOCIATION OF AMERICA,0030-8129
PO&SIE,0152-0032
POE STUDIES,0090-5224
POE STUDIES,1754-6095
POESIA,1123-4849
POESIA E SPIRITUALITÀ,.
POESIA E SPIRITUALITÀ,1647-6220
POETI E POESIA,2035-9535
POETICA,0287-1629
POETICA,0303-4178
POETICA,1594-8072
POETICHE,1124-9080
POETICS,0304-422X
POETICS TODAY,0333-5372
POÉTIQUE,1245-1274
POETRY,0032-2032
POIESIS,1594-5367
POINT COMMUN,1281-1157
PÓLEMOS,2035-5262
PÓLEMOS,2036-4601
POLIFEMO,1825-3113
POLIFEMO,1974-4862
POLI-FEMO,2037-6847
POLIFONIE,1593-8735
POLIS,0142-257X
