TITOLO,ISSN
SPICILEGIUM HISTORICUM / CONGREGATIONIS SSMI REDEMPTORIS,.
SPINE,0362-2436
SPINE,1528-1159
SPIRALE,0994-3722
SPIRALE,2118-724X
SPOLA - LUOGHI RETI PROPOSTE.,1970-4186
SPOLETIUM,0490-4788
SPORT & MEDICINA,0392-9647
SPORT SCIENCE,1840-3670
SPORTEKSPERT,1840-3638
SPORTEKSPERT,1840-4553
SPRACHKUNST,0038-8483
SPUNTI E RICERCHE,0816-5432
SR SCIENZE REGIONALI,1720-3929
ST. PETERSBURG MATHEMATICAL JOURNAL,1061-0022
STATISTICA,1973-2201
STATISTICA APPLICATA,1125-1964
STATO E MERCATO,0392-9701
"STATO, CHIESE E PLURALISMO CONFESSIONALE",1971-8543
STEM CELLS AND DEVELOPMENT,1547-3287
STICHPROBEN,1992-8610
STORIA AMMINISTRAZIONE COSTITUZIONE,1126-5825
STORIA CONTEMPORANEA IN FRIULI,1127-0977
STORIA DEL PENSIERO ECONOMICO,1593-8565
STORIA DEL PENSIERO ECONOMICO,1828-1990
STORIA DEL PENSIERO POLITICO,2279-9818
STORIA DEL TURISMO. ANNALE,1825-6848
STORIA DELLA STORIOGRAFIA,0392-8926
STORIA DELLE DONNE,1826-7505
STORIA DELLE DONNE,1826-7513
STORIA DELLE RELAZIONI INTERNAZIONALI,1120-0677
STORIA DI VENEZIA,1724-7446
STORIA DI VENEZIA,1825-5132
STORIA E CRITICA DELLA PSICOLOGIA,0392-4955
STORIA E DOCUMENTI,.
STORIA E FUTURO,1720-190X
STORIA E MEMORIA,1121-9742
STORIA E POLITICA,0039-1905
STORIA E POLITICA,2036-3907
STORIA E POLITICA,2037-0520
STORIA E PROBLEMI CONTEMPORANEI,1120-4206
STORIA E SOCIETÀ,.
STORIA ECONOMICA,1824-5064
STORIA IN LOMBARDIA,1828-2008
STORIA MILITARE,1122-5289
STORIA URBANA,0391-2248
STORIA URBANA,1972-5523
"STORIA, ANTROPOLOGIA E SCIENZE DEL LINGUAGGIO",0394-7963
STORIADELMONDO,1721-0216
STORIALOCALE,1724-2568
STORICA,1125-0194
STORICA,1973-2236
STORICAMENTE,1825-411X
STORICAMENTE,2282-6033
STORIE DI POSTA,.
STORIOGRAFIA,1128-2339
STORIOGRAFIA. SUPPLEMENTO CRITICO E BIBLIOGRAFICO,1128-2347
STRATAGEMMI,2036-5233
STRENGTH & CONDITIONING,2281-3772
STRINGHE,2038-5927
STRUCTURAL CHANGE AND ECONOMIC DYNAMICS,0954-349X
STRUMENTI CRITICI,0039-2618
STUDI (E TESTI) ITALIANI,1724-3653
STUDI BITONTINI,0392-1727
STUDI BRESCIANI,1121-6557
STUDI CELTICI,1828-1540
STUDI CLASSICI E ORIENTALI,0081-6124
STUDI COMPARATISTICI,1974-157X
STUDI CULTURALI,1824-369X
STUDI DANTESCHI,0391-7835
STUDI DI EGITTOLOGIA E DI PAPIROLOGIA,1724-6156
STUDI DI ESTETICA,0585-4733
STUDI DI FILOLOGIA ITALIANA,0392-5110
STUDI DI GLOTTODIDATTICA,1970-1861
STUDI DI LESSICOGRAFIA ITALIANA,0392-5218
STUDI DI PSICOLOGIA DELL'EDUCAZIONE,0393-6163
STUDI DI SOCIOLOGIA,0039-291X
STUDI DI STORIA MEDIOEVALE E DI DIPLOMATICA,1124-1268
STUDI D'ITALIANISTICA NELL'AFRICA AUSTRALE,1012-2338
STUDI E DOCUMENTI DEGLI ANNALI DELLA PUBBLICA ISTRUZIONE,1826-8617
STUDI E DOCUMENTI DEGLI ANNALI DELLA PUBBLICA ISTRUZIONE,2035-5807
STUDI E INFORMAZIONI. IRRES,1590-7015
STUDI E MATERIALI DI STORIA DELLE RELIGIONI,0393-8417
STUDI E NOTE DI ECONOMIA,1590-0401
STUDI E PROBLEMI DI CRITICA TESTUALE,0049-2361
STUDI E RICERCHE,.
STUDI E RICERCHE DI STORIA CONTEMPORANEA,1974-2614
STUDI E RICERCHE FRANCESCANE,1824-9442
STUDI E RICERCHE SOCIO-TERRITORIALI,2037-6340
STUDI E RICERCHE SUL BIELLESE,.
STUDI E RICERCHE. DIPARTIMENTO DI SCIENZE PEDAGOGICHE PSICOLOGICHE E DIDATTICHE. UNIVERSITÀ DI LECCE,1125-0208
STUDI E SAGGI LINGUISTICI,0085-6827
STUDI ECONOMICI E SOCIALI,0391-8750
STUDI EMIGRAZIONE,0039-2936
STUDI EPIGRAFICI E LINGUISTICI SUL VICINO ORIENTE ANTICO,2239-5393
STUDI ETNO-ANTROPOLOGICI E SOCIOLOGICI,1972-876X
STUDI ETRUSCHI,0391-7762
STUDI EUROPEI,1123-8623
STUDI FILOSOFICI,1124-1047
STUDI FRANCESCANI,0392-727X
STUDI FRANCESI,0039-2944
STUDI GARIBALDINI,1974-2754
STUDI GARIBALDINI. I QUADERNI,1974-2762
STUDI GERMANICI,0039-2952
STUDI GORIZIANI,0392-1735
STUDI IRLANDESI,2239-3978
STUDI ITALIANI,1121-0621
STUDI ITALIANI DI FILOLOGIA CLASSICA,0039-2987
STUDI ITALIANI DI LINGUISTICA TEORICA E APPLICATA,0390-6809
STUDI JUNGHIANI,1828-5147
STUDI KANTIANI,1123-4938
STUDI KANTIANI,1724-1812
STUDI LINGUISTICI E FILOLOGICI ON LINE,1724-5230
STUDI LINGUISTICI ITALIANI,0394-3569
STUDI MAGREBINI,0585-4954
STUDI MEDIEVALI,0391-8467
STUDI MEDIEVALI E MODERNI,1593-0947
STUDI MEDIEVALI E UMANISTICI,2035-3774
STUDI MONTEFELTRANI,0394-5499
STUDI MUSICALI,0391-7789
STUDI NOVECENTESCHI,0303-4615
STUDI ORGANIZZATIVI,0391-8769
STUDI PARLAMENTARI E DI POLITICA COSTITUZIONALE,0303-9714
STUDI PASOLINIANI,1972-473X
STUDI PERUGINI,.
STUDI PETRARCHESCHI,1128-2045
STUDI PIACENTINI,1125-1972
STUDI PIEMONTESI,0392-7261
STUDI RINASCIMENTALI,1724-6164
STUDI ROMAGNOLI,0081-6205
STUDI ROMANI,0039-2995
STUDI SALENTINI,0039-3002
STUDI SARDI,2037-4232
STUDI SCIACCHIANI,0393-9944
STUDI SECENTESCHI,0081-6248
STUDI SENESI,0039-3010
STUDI SETTECENTESCHI,0392-7326
STUDI SLAVISTICI,1824-7601
STUDI SLAVISTICI,1824-761X
STUDI STORICI,0039-3037
STUDI STORICI DELL'ORDINE DEI SERVI DI MARIA,0039-3045
STUDI STORICI E RELIGIOSI,1122-5564
STUDI STORICI LUIGI SIMEONI,2035-8768
STUDI STORICI MERIDIONALI,1120-1177
STUDI STORICO-MILITARI,1592-2472
STUDI SU AGGRESSIVITÀ E SUICIDIO,.
STUDI SUL BOCCACCIO,0585-4997
STUDI SUL SETTECENTO E L'OTTOCENTO. RIVISTA INTERNAZIONALE DI ITALIANISTICA,1828-2156
STUDI SULLA FORMAZIONE,1127-1124
STUDI SULLA FORMAZIONE,2036-6981
STUDI SULLA QUESTIONE CRIMINALE,1828-4973
STUDI SULL'INTEGRAZIONE EUROPEA,1970-0903
STUDI SULL'ORIENTE CRISTIANO,1127-2171
STUDI TANATOLOGICI,1971-5684
STUDI TASSIANI,0081-6256
STUDI TRENTINI DI SCIENZE NATURALI,2035-7699
STUDI TRENTINI DI SCIENZE NATURALI. ACTA GEOLOGICA,0392-0534
STUDI TRENTINI DI SCIENZE STORICHE,1124-4569
STUDI TRENTINI DI SCIENZE STORICHE. SEZIONE PRIMA,0392-0690
STUDI TRENTINI DI SCIENZE STORICHE. SEZIONE SECONDA,0392-0704
STUDI TRENTINI. STORIA,2240-0338
STUDI UMANISTICI PICENI,1126-4764
STUDI UMBRI,2037-1217
"STUDI URBINATI B, SCIENZE UMANE E SOCIALI",1125-2057
STUDI URBINATI DI SCIENZE GIURIDICHE POLITICHE ED ECONOMICHE. NUOVA SERIE A,1825-1676
"STUDI URBINATI. B2, FILOSOFIA, PEDAGOGIA, PSICOLOGIA",1125-2022
"STUDI URBINATI. B3, LINGUISTICA. LETTERATURA. ARTE",1125-2030
STUDI VENEZIANI,0392-0437
STUDI VETRALLESI,1826-0349
STUDI ZANCAN,1591-2965
STUDIA AFRICANA,0163-2965
STUDIA AFRICANA,1130-5703
STUDIA AMBROSIANA,2281-3748
STUDIA ANTIQUA ET ARCHEOLOGICA,1224-2284
STUDIA AUSTRIACA,1593-2508
STUDIA BIOETHICA,.
STUDIA BOBOLANUM,1642-5650
STUDIA BORROMAICA,1128-7039
STUDIA DIPLOMATICA,0770-2965
STUDIA ET DOCUMENTA,1970-4879
STUDIA ET DOCUMENTA HISTORIAE ET IURIS,1026-9169
STUDIA EUROPEJSKIE,1428-149X
STUDIA GRAECO-ARABICA,2239-012X
STUDIA GRAECO-ARABICA,2281-2687
STUDIA HEBRAICA,1582-8158
STUDIA HISTORICA ADRIATICA AC DANUBIANA,1974-9228
STUDIA HISTORICA. HISTORIA CONTEMPORANEA,0213-2087
STUDIA HISTORICA. HISTORIA MEDIEVAL,0213-2060
STUDIA HISTORICA. HISTORIA MODERNA,0213-2079
STUDIA KANTIANA,1518-403X
STUDIA LEIBNITIANA,0039-3185
STUDIA LOGICA,0039-3215
STUDIA LULLIANA,1132-130X
STUDIA MONASTICA,0039-3258
STUDIA MYTHOLOGICA SLAVICA,1408-6271
STUDIA NEOARISTOTELICA,1214-8407
STUDIA PATAVINA,0039-3304
STUDIA PHAENOMENOLOGICA,1582-5647
STUDIA PHILOSOPHICA,0081-6825
STUDIA PICENA,0392-1719
STUDIA SPINOZANA,0179-3896
STUDIA THEODISCA,1593-2478
"STUDIA UNIVERSITATIS ""PETRU MAIOR"". HISTORIA",1582-8433
STUDIA UNIVERSITATIS BABES-BOLYAI. BIOETHICA,1843-598X
STUDIA UNIVERSITATIS BABES-BOLYAI. EDUCATIO ARTIS GYMNASTICAE,1453-4223
STUDIA UNIVERSITATIS BABES-BOLYAI. PHILOSOPHIA,1221-8138
STUDIA UNIVERSITATIS BABES-BOLYAI. STUDIA EUROPAEA,1224-8746
STUDIA UNIVERSITATIS BABES-BOLYAI. THEOLOGIA GRAECO-CATHOLICA VARADIENSIS,1454-8933
STUDIES IN COMMUNICATION SCIENCES,1424-4896
STUDIES IN CONTINUING EDUCATION,0158-037X
STUDIES IN CONTINUING EDUCATION,1470-126X
STUDIES IN EAST EUROPEAN THOUGHT,0925-9392
"STUDIES IN ETHICS, LAW, AND TECHNOLOGY",1941-6008
STUDIES IN HIGHER EDUCATION,0307-5079
STUDIES IN HIGHER EDUCATION,1470-174X
STUDIES IN HISTORY AND PHILOSOPHY OF BIOLOGICAL AND BIOMEDICAL SCIENCES,1369-8486
STUDIES IN HISTORY AND PHILOSOPHY OF MODERN PHYSICS,1355-2198
STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,0039-3681
"STUDIES IN LOGIC, GRAMMAR AND RHETORIC",0860-150X
STUDIES IN NONLINEAR DYNAMICS AND ECONOMETRICS,1081-1826
STUDIES IN PHILOSOPHY & EDUCATION,1573-191X
STUDIES IN PHILOSOPHY AND EDUCATION,0039-3746
STUDIES IN SCIENCE EDUCATION,0305-7267
STUDIES IN SCIENCE EDUCATION,1940-8412
STUDIES IN THE SPIRITUALITY OF JESUITS,1084-0850
STUDII ŞI CERCETĂRI FILOLOGICE SERIA LIMBI ROMANICE,1843-3979
STUDII SI CERCETARI STIINTIFICE - UNIVERSITATEA BACAU. SERIA STIINTE SOCIO-UMANE,1224-9866
STUDIUM,0039-4130
STUDIUM,0585-766X
STUDIUM,1518-0913
STUDIUM EDUCATIONIS,1722-8395
STUDIUM EDUCATIONIS,2035-844X
STUDIUM MEDIEVALE,2013-1992
STUDIUM PHILOSOPHICUM,1721-3495
STUDJ ROMANZI,0391-1691
STYLOS,0327-8859
SUBJECTIVITY,1755-6341
SUDHOFFS ARCHIV,0039-4564
SULLA VIA DEL CATAI,1970-3449
SUOMEN ANTROPOLOGI,0355-3930
SUPORTS,1138-4336
SUPPORTIVE AND PALLIATIVE CANCER CARE,1824-601X
SUSTAINABILITY SCIENCE,1862-4057
SUSTAINABILITY SCIENCE,1862-4065
SUSTAINABLE DEVELOPMENT,1099-1719
SVILUPPO & ORGANIZZAZIONE,0391-7045
SVILUPPO LOCALE,1974-2193
SWIF. SERVIZIO WEB ITALIANO PER LA FILOSOFIA,1126-4780
SYMBOLON,1126-0173
"SYMMETRY, INTEGRABILITY AND GEOMETRY: METHODS AND APPLICATIONS",1815-0659
SYMPOSIA MELITENSIA,1812-7509
SYMPOSIUM,0039-7709
SYMPOSIUM,2037-1152
SYNAXIS,1826-5154
SYNERGIES PAYS RIVERAINS DE LA BALTIQUE,1768-2649
SYNESIS,1984-6754
SYNTAX,1368-0005
SYNTHESE,0039-7857
SYNTHESIS PHILOSOPHICA,0352-7875
SYSTEM AND INFORMATION SCIENCES NOTES,1753-2310
SYSTEMA NATURAE-ANNALI DI BIOLOGIA TEORICA,.
SYSTEMATIC ENTOMOLOGY,0307-6970
SYZETESIS,1974-5044
SZÁZADOK,0039-8098
TABACCOLOGIA,1970-1187
TABULA (SALAMANCA),1132-6506
TABULA RASA,1868-2677
TANGENCE,1189-4563
TANGRAM,1723-9109
TAO TRANSMITTING ARCHITECTURE ORGAN,2038-0860
TARIH INCELEMELERI DERGISI,0257-4152
TC,1089-7747
TD TECNOLOGIE DIDATTICHE,1970-061X
TEACHERS AND TEACHING,1354-0602
TEACHERS AND TEACHING: THEORY AND PRACTICE,1470-1278
TEACHING AND TEACHER EDUCATION,0742-051X
TEACHING EDUCATION,1047-6210
TEACHING PHILOSOPHY,0145-5788
TECA,2240-3604
TECHNAI,2036-8097
TECHNÉ: RESEARCH IN PHILOSOPHY AND TECHNOLOGY,.
TECHNOLOGY AND CULTURE,0040-165X
TECHNOLOGY AND CULTURE,1097-3729
TECHNOLOGY AND DISABILITY,1055-4181
TECHNOLOGY REVIEW,1128-868X
"TECHNOLOGY, PEDAGOGY AND EDUCATION",1475-939X
"TECHNOLOGY, PEDAGOGY AND EDUCATION",1747-5139
TECLA. RIVISTA,2038-6133
TECNOSCIENZA,2038-3460
TECTONOPHYSICS,0040-1951
TELOS,0090-6514
TEMA,1970-9870
TEMA,1970-9889
TEMAS,0864-134X
TEMAS DE ANTROPOLOGÍA Y MIGRACIÓN,1853-354X
TEMAS MEDIEVALES,0327-5094
TEMPERANTER,2037-2965
TEMPO PRESENTE,0040-3059
TEMPORIS SIGNA,1970-514X
TENZONE,1576-9216
TEOLOGIA,1120-267X
TEOLOGÍA Y VIDA,0049-3449
TEOREMA,0210-1602
TEORETICA,1721-5897
TEORIA,1122-1259
TEORÍA DE LA EDUCACIÓN,1130-3743
TEORÍA DE LA EDUCACIÓN,1138-9737
TEORIA DEL DIRITTO E DELLO STATO,1721-8098
TEORIÂ MODY,1992-5646
TEORIA POLITICA,0394-1248
TEORIE & MODELLI,0393-2834
TÉOROS,1923-2705
TERAPIA FAMILIARE,0391-2868
TERRA D'AFRICA,1124-125X
TERRA D'ESTE,1127-2910
TERRA NOVA,0954-4879
TERRAIN,0760-5668
TESTI E LINGUAGGI,1974-2886
TESTIMONIANZE,0040-3989
TESTO & SENSO,2036-2293
TEXTILE HISTORY,0040-4969
TEXTILE HISTORY,1743-2952
THALASSA,1824-2359
THAUMA,.
THE AMERICAN HISTORICAL REVIEW,0002-8762
THE AMERICAN JOURNAL OF CARDIOLOGY,0002-9149
THE AMERICAN JOURNAL OF CLINICAL NUTRITION,0002-9165
THE AMERICAN JOURNAL OF CLINICAL NUTRITION,1938-3207
THE AMERICAN JOURNAL OF DISTANCE EDUCATION,0892-3647
THE AMERICAN JOURNAL OF ECONOMICS AND SOCIOLOGY,0002-9246
THE AMERICAN JOURNAL OF SOCIOLOGY,0002-9602
THE AMERICAN JOURNAL OF SPORTS MEDICINE,0363-5465
THE AMERICAN JOURNAL OF SPORTS MEDICINE,1552-3365
THE AMERICAN JOURNAL OF THE MEDICAL SCIENCES,0002-9629
"THE ANNALS ""ŞTEFAN CEL MARE"" UNIVERSITY OF SUCEAVA. FASCICLE OF THE FACULTY OF ECONOMICS AND PUBLICADMINISTRATION",2066-575X
THE ANNALS OF REGIONAL SCIENCE,0570-1864
THE ANTHROPOLOGY OF EAST EUROPE REVIEW,1054-4720
THE ASIA-PACIFIC EDUCATION RESEARCHER,0119-5646
THE ASIA-PACIFIC EDUCATION RESEARCHER,2243-7908
THE AUSTRALASIAN CATHOLIC RECORD,0727-3215
THE AUSTRALASIAN JOURNAL OF LOGIC,1448-5052
THE AUSTRALIAN JOURNAL OF INDIGENOUS EDUCATION,1326-0111
THE BRITISH JOURNAL FOR THE HISTORY OF SCIENCE,1474-001X
THE BRITISH JOURNAL OF AESTHETICS,0007-0904
THE BULLETIN OF SYMBOLIC LOGIC,1079-8986
THE BULLETIN OF THE HEGEL SOCIETY OF GREAT BRITAIN,0263-5232
THE BURLINGTON MAGAZINE,0007-6287
THE CANADIAN GEOGRAPHER,1541-0064
THE CATHOLIC BIBLICAL QUARTERLY,0008-7912
THE DALHOUSIE REVIEW,0011-5827
THE DIALOGUE/DAS GESPRÄCH/IL DIALOGO,.
THE ECONOMIC HISTORY REVIEW,1468-0289
THE ELEMENTARY SCHOOL JOURNAL,1554-8279
THE ENGLISH HISTORICAL REVIEW,0013-8266
THE ENGLISH HISTORICAL REVIEW,1477-4534
THE EPMA JOURNAL,1878-5077
THE EPMA JOURNAL,1878-5085
THE ESCUTCHEON,1361-8202
THE EUROPEAN ARCHAEOLOGIST,1022-0135
THE EUROPEAN JOURNAL FOR RESEARCH ON THE EDUCATION AND LEARNING OF ADULTS,2000-7426
THE EUROPEAN JOURNAL OF DEVELOPMENT RESEARCH,0957-8811
THE EUROPEAN JOURNAL OF DEVELOPMENTAL PSYCHOLOGY,1740-5629
THE EUROPEAN PHYSICAL JOURNAL. H,2102-6459
THE EUROPEAN PHYSICAL JOURNAL. SPECIAL TOPICS,1951-6355
THE EUROPEAN UNION REVIEW,1606-8963
THE FLORIDA HISTORICAL QUARTERLY,0015-4113
THE GEOGRAPHICAL JOURNAL,0016-7398
THE GEOGRAPHICAL JOURNAL,1475-4959
THE GERONTOLOGIST,0016-9013
THE GLOBAL SOUTH,1932-8648
THE GLOBAL SPIRAL,1937-268X
THE GROUNDED THEORY REVIEW,1556-1542
THE HARVARD THEOLOGICAL REVIEW,0017-8160
THE HIMALAYAN RESEARCH BULLETIN,0891-4834
THE HISPANIC AMERICAN HISTORICAL REVIEW,0018-2168
THE HISPANIC AMERICAN HISTORICAL REVIEW,1527-1900
THE HISTORICAL JOURNAL,0018-246X
THE HISTORICAL JOURNAL,1469-5103
THE HISTORICAL REVIEW - LA REVUE HISTORIQUE,1790-3572
THE HISTORY OF THE FAMILY,1081-602X
THE HISTORY OF THE FAMILY,1873-5398
THE HOLOCENE,0959-6836
THE HYBRID_LINK,2039-4608
THE INDIAN ECONOMIC AND SOCIAL HISTORY REVIEW,0019-4646
THE INDIAN HISTORICAL REVIEW,0376-9836
THE INDUSTRIAL ORGANIZATIONAL PSYCHOLOGIST,0739-1110
"THE INTERNATIONAL ARCHIVES OF THE PHOTOGRAMMETRY, REMOTE SENSING AND SPATIAL INFORMATION SCIENCES",1682-1777
THE INTERNATIONAL HISTORY REVIEW,0707-5332
THE INTERNATIONAL INFORMATION & LIBRARY REVIEW,1057-2317
THE INTERNATIONAL JOURNAL OF DEVELOPMENTAL BIOLOGY,0214-6282
"THE INTERNATIONAL JOURNAL OF ENVIRONMENTAL, CULTURAL, ECONOMIC AND SOCIAL SUSTAINABILITY",1832-2077
THE INTERNATIONAL JOURNAL OF INTERDISCIPLINARY SOCIAL SCIENCES,1833-1882
THE INTERNATIONAL JOURNAL OF LEARNING,1447-9494
THE INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE AND INFORMATION TECHNOLOGY,1923-0265
THE INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE AND INFORMATION TECHNOLOGY,1923-0273
THE INTERNATIONAL JOURNAL OF PERSON CENTERED MEDICINE,2043-7749
THE INTERNATIONAL JOURNAL OF PSYCHIATRY IN MEDICINE,0091-2174
THE INTERNATIONAL JOURNAL OF SUSTAINABLE DEVELOPMENT AND WORLD ECOLOGY,1350-4509
"THE INTERNATIONAL JOURNAL OF TECHNOLOGY, KNOWLEDGE AND SOCIETY",1832-3669
THE INTERNATIONAL JOURNAL OF THE ARTS IN SOCIETY,1833-1866
THE INTERNATIONAL JOURNAL OF THE BOOK,1447-9516
THE INTERNATIONAL JOURNAL OF THE HUMANITIES,1447-9508
THE INTERNATIONAL JOURNAL OF THE HUMANITIES,1447-9559
THE INTERNATIONAL JOURNAL OF THE PLATONIC TRADITION,1872-5082
THE INTERNATIONAL JOURNAL ON DRUG POLICY,0955-3959
THE ITALIAN AMERICAN REVIEW,0535-9120
THE ITALIAN JOURNAL OF ZOOLOGY,1125-0003
THE ITALIANIST,0261-4340
THE JOURNAL OF AESTHETIC EDUCATION,0021-8510
THE JOURNAL OF AESTHETIC EDUCATION,1543-7809
THE JOURNAL OF AESTHETICS AND ART CRITICISM,0021-8529
THE JOURNAL OF AESTHETICS AND ART CRITICISM,1540-6245
THE JOURNAL OF ARTIFICIAL INTELLIGENCE RESEARCH,1076-9757
THE JOURNAL OF CLINICAL ENDOCRINOLOGY & METABOLISM,1945-7197
THE JOURNAL OF CLINICAL ENDOCRINOLOGY AND METABOLISM,0021-972X
THE JOURNAL OF CRANIOFACIAL SURGERY,1049-2275
THE JOURNAL OF DESIGN,.
THE JOURNAL OF DIDACTICS,2067-4627
THE JOURNAL OF ECCLESIASTICAL HISTORY,0022-0469
THE JOURNAL OF ECONOMIC HISTORY,0022-0507
THE JOURNAL OF ECONOMIC HISTORY,1471-6372
THE JOURNAL OF ECT,1095-0680
THE JOURNAL OF EMERGENT SCIENCE,2046-4754
THE JOURNAL OF ENGLISH AND GERMANIC PHILOLOGY,0363-6941
THE JOURNAL OF ENGLISH AND GERMANIC PHILOLOGY,1945-662X
THE JOURNAL OF ENVIRONMENTAL EDUCATION,0095-8964
THE JOURNAL OF EUROPEAN ECONOMIC HISTORY,0391-5115
THE JOURNAL OF EXPERIMENTAL EDUCATION,0022-0973
THE JOURNAL OF GENETIC PSYCHOLOGY,0022-1325
THE JOURNAL OF HEADACHE AND PAIN,1129-2369
THE JOURNAL OF HIGHER EDUCATION,0022-1546
THE JOURNAL OF HOSPITAL INFECTION,0195-6701
THE JOURNAL OF IMPERIAL AND COMMONWEALTH HISTORY,0308-6534
THE JOURNAL OF IMPERIAL AND COMMONWEALTH HISTORY,1743-9329
THE JOURNAL OF INTERDISCIPLINARY HISTORY,1530-9169
THE JOURNAL OF JEWISH STUDIES,0022-2097
THE JOURNAL OF LAW AND RELIGION,0748-0814
THE JOURNAL OF LEGAL HISTORY,0144-0365
THE JOURNAL OF LEGAL HISTORY,1744-0564
THE JOURNAL OF LOGIC AND ALGEBRAIC PROGRAMMING,1873-5940
THE JOURNAL OF LOGICAL AND ALGEBRAIC METHODS IN PROGRAMMING,2352-2216
THE JOURNAL OF MARKETS & MORALITY,1098-1217
THE JOURNAL OF MATERNAL-FETAL & NEONATAL MEDICINE,1476-7058
THE JOURNAL OF MEDIA LITERACY EDUCATION,2167-8715
THE JOURNAL OF MEDICAL HUMANITIES,1041-3545
THE JOURNAL OF MEDIEVAL LATIN,0778-9750
THE JOURNAL OF MILITARY HISTORY,0899-3718
THE JOURNAL OF MILITARY HISTORY,1543-7795
THE JOURNAL OF MIND AND BEHAVIOR,0271-0137
THE JOURNAL OF MODERN HISTORY,1537-5358
THE JOURNAL OF NEUROPSYCHIATRY AND CLINICAL NEUROSCIENCES,0895-0172
THE JOURNAL OF NEUROSCIENCE,0270-6474
THE JOURNAL OF OROMO STUDIES,1070-2202
THE JOURNAL OF PHILOSOPHICAL ECONOMICS,1843-2298
THE JOURNAL OF PHYSIOLOGY,0022-3751
THE JOURNAL OF PHYSIOLOGY,1469-7793
THE JOURNAL OF RELIGION,0022-4189
THE JOURNAL OF SCOTTISH PHILOSOPHY,1479-6651
THE JOURNAL OF SOCIAL PSYCHOLOGY,0022-4545
THE JOURNAL OF SPECIAL EDUCATION,0022-4669
THE JOURNAL OF SPECULATIVE PHILOSOPHY,0891-625X
THE JOURNAL OF SPINAL CORD MEDICINE,1079-0268
THE JOURNAL OF SYMBOLIC LOGIC,0022-4812
THE JOURNAL OF TECHNOLOGY TRANSFER,0892-9912
THE JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA,0001-4966
THE JOURNAL OF THE AMERICAN ASSOCIATION OF VARIABLE STAR OBSERVERS,0271-9053
THE JOURNAL OF THE BRITISH SOCIETY FOR PHENOMENOLOGY,0007-1773
THE JOURNAL OF THE HISTORICAL SOCIETY,1529-921X
THE JOURNAL OF THE LEARNING SCIENCES,1050-8406
THE JOURNAL OF THE LEARNING SCIENCES,1532-7809
THE JOURNAL OF THE ROYAL ANTHROPOLOGICAL INSTITUTE,1359-0987
THE JOURNAL OF TRANSPORT HISTORY,0022-5266
THE JOURNAL OF URBAN TECHNOLOGY,1063-0732
"THE JOURNALS OF GERONTOLOGY. SERIES A, BIOLOGICAL SCIENCES AND MEDICAL SCIENCES",1758-535X
THE KNEE,0968-0160
THE LANCET,0140-6736
THE LEARNING ORGANIZATION,0969-6474
THE LEIBNIZ REVIEW,1524-1556
THE LEUVEN PHILOSOPHY NEWSLETTER,1784-5327
THE LIBRARY,0024-2160
THE LIBRARY QUARTERLY,1549-652X
THE LONERGAN REVIEW,1948-4747
THE MATHEMATICAL INTELLIGENCER,0343-6993
THE MODERN SCHOOLMAN,0026-8402
THE MONIST,0026-9662
THE NATIONAL CATHOLIC BIOETHICS QUARTERLY,1532-5490
THE NEW REVIEW OF HYPERMEDIA AND MULTIMEDIA,1361-4568
THE NEW ZEALAND JOURNAL OF SPORTS MEDICINE,0110-6384
THE OBSERVATORY,0029-7704
THE OPEN CONSERVATION BIOLOGY JOURNAL,1874-8392
THE OPEN EDUCATION JOURNAL,1874-9208
THE OPEN PHARMACOLOGY JOURNAL,1874-1436
THE OXFORD LITERARY REVIEW,0305-1498
THE PAPERS OF THE BIBLIOGRAPHICAL SOCIETY OF AMERICA,0006-128X
THE PERSONALIST FORUM,0889-065X
THE PHILOSOPHICAL QUARTERLY,0031-8094
THE PHILOSOPHICAL QUARTERLY,1467-9213
THE PHILOSOPHICAL REVIEW,0031-8108
THE PLURALIST,1930-7365
THE POLAR RECORD,0032-2474
THE QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY,1747-0218
THE QUARTERLY REVIEW OF BIOLOGY,0033-5770
THE REASONER,1757-0522
THE REVIEW OF HIGHER EDUCATION,1090-7009
THE REVIEW OF METAPHYSICS,0034-6632
THE REVIEW OF POLITICS,0034-6705
THE REVIEW OF SYMBOLIC LOGIC,1755-0203
THE RUSSIAN REVIEW,0036-0341
THE SCIENTIFIC WORLD JOURNAL,1537-744X
THE SIXTEENTH CENTURY JOURNAL,0361-0160
THE SOUTHERN JOURNAL OF PHILOSOPHY,0038-4283
THE SOUTHERN JOURNAL OF PHILOSOPHY,2041-6962
THE SPORT PSYCHOLOGIST,0888-4781
THE STUDIA PHILONICA ANNUAL,1052-4533
THE TOCQUEVILLE REVIEW,0730-479X
THE WORLD JOURNAL OF BIOLOGICAL PSYCHIATRY,1562-2975
THEATRALIA,1576-1754
THEATRE JOURNAL,0192-2882
THÉÂTRE/PUBLIC,0335-2927
THÉLÈME,1139-9368
THEOLOGICA & HISTORICA,1973-6193
THEOLOGIE DER GEGENWART,0342-1457
THEOLOGIE UND PHILOSOPHIE,0040-5655
THEOLOGIE.GESCHICHTE,1862-1678
THEOLOGY AND SCIENCE,1474-6700
